candidate,profile_label,objective_kind,profiled_theta,theta_value,theta_hat,objective,direct_WSSE,l2_penalty,lr_stat,success,status,error,parmest_objective,estimated_qN,estimated_betaG0,estimated_betaF0,estimated_qEG,estimated_qEF,estimated_iG,estimated_mu0,estimated_qXF,estimated_qXG
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.01887536359266335,0.0755014543706534,6046.88007871088,5980.497612474417,66.38246623646324,97.65115600406716,True,ok,,5983.148747741505,0.013081819624306198,0.4051551126856753,0.28514809259033436,0.5369701229810896,0.5162194334235478,0.019829979979581722,0.15237984578412545,0.0929428408983846,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.0755014543706534,0.0755014543706534,5998.054500708847,5992.32383501451,5.7306656943362855,0.0,True,theta_hat_baseline,,,0.0133101185299815,0.3995798062665501,0.2889247532908035,0.5230426651395569,0.5200605577299623,0.0201896772309379,0.155377808467777,0.0916032749352908,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.10004190906177557,0.0755014543706534,6000.397249184436,5997.608362069637,2.7888871147987127,4.68549695117872,True,ok,,6000.12176255884,0.013401098871523846,0.39739808248582453,0.29050549144821997,0.5180192787634481,0.5205980652489564,0.020337565210607925,0.15659410522143838,0.09107978374883156,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.19508381812355113,0.0755014543706534,6027.298537771687,6018.8343565458,8.464181225887316,58.488074125680214,True,ok,,6021.238083257449,0.013756529879338732,0.3887020007165716,0.29763256450305636,0.4961423830672981,0.5290770445286956,0.02090840460226663,0.16108988554817438,0.08914890248222729,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.2901257271853267,0.0755014543706534,6061.58810197936,6041.299788593291,20.288313386068392,127.06720254102584,True,ok,,6043.638239038307,0.014099091359023123,0.3804143851790848,0.3055411446075509,0.47682313092875767,0.5370189402530209,0.02150280131630619,0.1653804270880621,0.08727062505797328,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.3020058174826136,0.0755014543706534,6066.02451351324,6044.188234839208,21.836278674031494,135.94002560878653,True,ok,,6046.52166148023,0.014141613118956977,0.3793906078179341,0.30658809405489323,0.4745068980809946,0.538062973004669,0.021577788406912646,0.16590616709162667,0.08704336051712783,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.38516763624710226,0.0755014543706534,6097.484265311475,6064.872581606116,32.6116837053591,198.85952920525597,True,ok,,6067.1905633665965,0.014435870512875235,0.37225802921318907,0.31432478465116215,0.45887471963880955,0.5456867021939484,0.02210768495326293,0.16950769343213218,0.08548723895072266,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.4802095453088778,0.0755014543706534,6133.906620983294,6089.440550778483,44.46607020481032,271.7042405488937,True,ok,,6091.782967083284,0.014762936404998832,0.3641939638680903,0.3240407661499641,0.4421223371235363,0.5551265674188135,0.02272102809795305,0.17341753310117,0.08377968587136779,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXG,0.5752514543706534,0.0755014543706534,6170.575520414663,6114.903855566241,55.6716648484213,345.0420394116318,True,ok,,6117.316568556228,0.015077183757055683,0.3561798431601732,0.33478731432352193,0.4263956503817242,0.5654495214471648,0.023342430282782142,0.1770609184709615,0.08212337595469746,
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.005,0.0916032749352908,6184.111554183177,5985.328168240447,198.7833859427301,372.11410694866026,True,ok,,5990.232002945143,0.013349320078266303,0.3916758431701373,0.29874417971609957,0.5219479846097315,0.5407352680349957,0.019759978192068543,0.15506013685299394,,0.07668293182520292
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.0229008187338227,0.0916032749352908,6042.227380061917,5986.649659142877,55.57772091903967,88.34575870614026,True,ok,,5991.552073431438,0.013338213070457204,0.39333667576672177,0.29666875450413327,0.5221939697597401,0.5364161170527052,0.019843871124123825,0.15509323654850132,,0.07642762333942633
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.0916032749352908,0.0916032749352908,5998.054500708847,5992.32383501451,5.7306656943362855,0.0,True,theta_hat_baseline,,,0.0133101185299815,0.3995798062665501,0.2889247532908035,0.5230426651395569,0.5200605577299623,0.0201896772309379,0.155377808467777,,0.0755014543706534
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.10272554582254846,0.0916032749352908,5998.3810102028565,5993.3203776644905,5.060632538365919,0.6530189880195394,True,ok,,5998.2157812729765,0.01330859690214256,0.4005507774044644,0.28766981995399876,0.5231210402014559,0.5174017638543731,0.02023091138556262,0.15544316377301798,,0.07534593580347886
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.20045109164509692,0.0916032749352908,6014.836312714563,6003.27942474291,11.556887971652552,33.563624011432694,True,ok,,6008.163483264843,0.013326261823572218,0.4088960455876595,0.27726542286179673,0.5235227862469901,0.49548013738195734,0.02072677784054576,0.1564042738401411,,0.07416729433087353
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.2981766374676454,0.0916032749352908,6039.141734003245,6015.274266438502,23.867467564742274,82.17446658879635,True,ok,,6020.139652094557,0.013402588411175202,0.4166505731912877,0.2675659369925666,0.5235070559696616,0.4746403755999936,0.021241361232450892,0.15796361370076853,,0.07316697884856001
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.3664130997411632,0.0916032749352908,6057.596580858199,6024.859794675141,32.736786183058115,119.08416029870386,True,ok,,6029.710422482402,0.013488919355389452,0.42172218498989017,0.26121117274480926,0.5232731584977074,0.46082812927121397,0.021600124997357622,0.15937298052168883,,0.0725744802213297
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.39590218329019383,0.0916032749352908,6065.8141367537655,6029.3183727081005,36.49576404566495,135.5192720898376,True,ok,,6034.152090012206,0.013535593402713765,0.42369120398312565,0.2587825000664944,0.5230651310409674,0.4554316393677464,0.02175353909341673,0.1600716040641465,,0.07238638832014116
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.4936277291127423,0.0916032749352908,6673.068195170782,6352.189970784094,320.87822438668815,1350.0273889238706,True,ok,,6629.329296475861,0.017110794949109883,0.1,2.076370427346325,0.01,1.4019988240154313,0.1,0.17171377455730857,,3.670498005769452
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,qXF,0.5913532749352908,0.0916032749352908,6123.138091059774,6063.245332081598,59.892758978176445,250.1671807018538,True,ok,,6068.0619163316205,0.013923880251745324,0.43695796553244987,0.24239962802202014,0.5218854999403306,0.419583868404345,0.02273325849507751,0.1653838560656587,,0.0710827780244027
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.005047419307734474,0.0201896772309379,6121.700672703652,6059.295358163581,62.405314540071274,247.29234398961125,True,ok,,6065.366977306249,0.011965276717297722,0.39193558615757956,0.21928598517852255,0.5269338820734194,0.3717587295130253,,0.13776684725123448,0.08744619877589174,0.06891959099939297
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.010094838615468948,0.0201896772309379,6036.924229996593,6012.330961018186,24.593268978406577,77.73945857549188,True,ok,,6017.5137808991085,0.012729297847564582,0.38666615467948307,0.24879425848242626,0.5223364324545785,0.4237425782246519,,0.14748789875860122,0.08830813391959962,0.07189167196254835
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.015142257923203424,0.0201896772309379,6004.908651861438,5993.672142655574,11.236509205863332,13.70830230518186,True,ok,,5998.187937444286,0.013125542706893317,0.39126019015162083,0.27082928057216865,0.5218962007506542,0.47247696233794256,,0.1527713018349479,0.08990958424327437,0.07399294908351207
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.0201896772309379,0.0201896772309379,5998.054500708847,5992.32383501451,5.7306656943362855,0.0,True,theta_hat_baseline,,,0.0133101185299815,0.3995798062665501,0.2889247532908035,0.5230426651395569,0.5200605577299623,,0.155377808467777,0.0916032749352908,0.0755014543706534
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.025237096538672375,0.0201896772309379,6002.472434038634,5998.74488114729,3.727552891344279,8.835866659574094,True,ok,,6002.377599695503,0.013410680539356104,0.4085874372961127,0.30485550279003615,0.5237688618970296,0.5677964005351139,,0.15685021478952618,0.09342503985440442,0.07666117971579664
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.03028451584640685,0.0201896772309379,6012.690447266768,6009.107159155175,3.583288111593099,29.27189311584334,True,ok,,6012.432978240168,0.013466073220041438,0.41727130817988206,0.31922358675723356,0.5242326316514586,0.6146725551515584,,0.15778273276157942,0.09505077209937933,0.07760448065882002
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.035331935154141327,0.0201896772309379,6025.878698142553,6021.37298073669,4.505717405863029,55.64839486741221,True,ok,,6024.446375017036,0.013497547583802987,0.42518591073506695,0.33354593531347343,0.523665225810429,0.6645158712763805,,0.1583112176327528,0.09653193039891068,0.07841932647797752
plus_qx_iG_logL2_10,added_qx_iG_posterior_logL2,SSE_weighted_logL2_10,iG,0.0807587089237516,0.0201896772309379,6153.054241884133,6126.931696487472,26.122545396660787,309.9994823505731,True,ok,,6129.104830066537,0.013420900533127278,0.46831565308470663,0.4528514116523794,0.508070052979105,1.1497390223518884,,0.1592429478148563,0.10438710003174911,0.08160854194138574
